mesh_id,label,tree_numbers,tree_categories,n_articles,annotation,scope_note,chunk_number,sorted_tree_categories,first_tree_category
D015456,"Leukemia, Biphenotypic, Acute","['C04.557.337.428.100', 'C15.378.508.428.100', 'C15.604.515.560.100', 'C20.683.515.528.100']","['C04', 'C15', 'C20']",15010,,An acute leukemia exhibiting cell features characteristic of both the myeloid and lymphoid lineages and probably arising fromMULTIPOTENT STEM CELLS.,1,"['C15', 'C04', 'C20']",C15
D015461,"Leukemia, Prolymphocytic, T-Cell","['C04.557.337.428.565.750', 'C04.557.337.428.580.075', 'C15.378.508.428.565.750', 'C15.378.508.428.580.075', 'C15.604.515.560.550.750', 'C15.604.515.560.575.125', 'C20.683.515.528.565.750', 'C20.683.515.528.582.125']","['C04', 'C15', 'C20']",7882,,"A lymphoid leukemia characterized by a profoundLYMPHOCYTOSISwith or withoutLYMPHADENOPATHY, hepatosplenomegaly, frequently rapid progression, and short survival. It was formerly called T-cell chronic lymphocytic leukemia.",1,"['C15', 'C04', 'C20']",C15
D054066,"Leukemia, Large Granular Lymphocytic","['C04.557.337.428.580.049', 'C15.378.508.428.580.049', 'C15.604.515.560.575.049', 'C20.683.515.528.582.049']","['C04', 'C15', 'C20']",5699,,"A spectrum of disorders characterized by clonal expansions of the peripheral bloodLYMPHOCYTEpopulations known as large granular lymphocytes which contain abundant cytoplasm and azurophilic granules. Subtypes develop from either CD3-negativeNATURAL KILLER CELLSor CD3-positiveT-CELLS. The clinical course of both subtypes can vary from spontaneous regression to progressive, malignant disease.",1,"['C15', 'C04', 'C20']",C15
D015459,"Leukemia-Lymphoma, Adult T-Cell","['C04.557.337.428.580.100', 'C15.378.508.428.580.100', 'C15.604.515.560.575.100', 'C20.683.515.528.582.100']","['C04', 'C15', 'C20']",16975,,"Aggressive T-Cell malignancy with adult onset, caused byHUMAN T-LYMPHOTROPIC VIRUS 1. It is endemic in Japan, the Caribbean basin, Southeastern United States, Hawaii, and parts of Central and South America and sub-Saharan Africa.",1,"['C15', 'C04', 'C20']",C15
D015452,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,"['C04.557.337.428.600.600', 'C15.378.508.428.600.600', 'C15.604.515.560.600.600', 'C20.683.515.528.600.600']","['C04', 'C15', 'C20']",7969,,"A leukemia/lymphoma found predominately in children and adolescents and characterized by a high number of lymphoblasts and solid tumor lesions. Frequent sites involveLYMPH NODES, skin, and bones. It most commonly presents as leukemia.",1,"['C15', 'C04', 'C20']",C15
D054218,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,"['C04.557.337.428.600.620', 'C15.378.508.428.600.620', 'C15.604.515.560.600.620', 'C20.683.515.528.600.620']","['C04', 'C15', 'C20']",36162,,"A leukemia/lymphoma found predominately in children and young adults and characterizedLYMPHADENOPATHYandTHYMUS GLANDinvolvement. It most frequently presents as a lymphoma, but a leukemic progression in the bone marrow is common.",1,"['C15', 'C04', 'C20']",C15
D007946,"Leukemia, Mast-Cell","['C04.557.337.440', 'C04.557.337.539.275.440', 'C15.378.508.440', 'C15.378.508.539.275.440', 'C20.762.750.750.500']","['C04', 'C15', 'C20']",2918,,"A form of systemic mastocytosis (MASTOCYTOSIS, SYSTEMIC) characterized by the presence of large numbers of tissueMAST CELLSin the peripheral blood without skin lesions. It is a high-gradeLEUKEMIAdisease with bone marrow smear of >20%MAST CELLS, multi-organ failure and a short survival.",1,"['C15', 'C04', 'C20']",C15
D001752,Blast Crisis,"['C04.557.337.539.250.100', 'C04.697.098.500.110', 'C15.378.190.636.370.100', 'C15.378.508.539.250.100', 'C23.550.291.500.485.100', 'C23.550.727.098.500.110']","['C04', 'C15', 'C23']",18041,coordinate IM with specific neoplasm term/‌pathol(IM); note category; do not confuse withBLAST TRANSFORMATIONseeLYMPHOCYTE ACTIVATION; blast transformation in chronic myelogenous leukemia goes here not atLYMPHOCYTE ACTIVATION,"An advanced phase of chronic myelogenous leukemia, characterized by a rapid increase in the proportion of immature white blood cells (blasts) in the blood and bone marrow to greater than 30%.",1,"['C15', 'C04', 'C23']",C15
D015465,"Leukemia, Myeloid, Accelerated Phase","['C04.557.337.539.250.300', 'C15.378.190.636.370.300', 'C15.378.508.539.250.300', 'C23.550.291.500.485.300']","['C04', 'C15', 'C23']",3024,,"The phase of chronic myeloid leukemia following the chronic phase (LEUKEMIA, MYELOID, CHRONIC-PHASE), where there are increased systemic symptoms, worsening cytopenias, and refractoryLEUKOCYTOSIS.",1,"['C15', 'C04', 'C23']",C15
D015466,"Leukemia, Myeloid, Chronic-Phase","['C04.557.337.539.250.400', 'C15.378.190.636.370.400', 'C15.378.508.539.250.400', 'C23.550.291.500.485.400']","['C04', 'C15', 'C23']",2404,,The initial phase of chronic myeloid leukemia consisting of an relatively indolent period lasting from 4 to 7 years. Patients range from asymptomatic to those exhibitingANEMIA;SPLENOMEGALY; and increased cell turnover. There are 5% or fewer blast cells in the blood and bone marrow in this phase.,1,"['C15', 'C04', 'C23']",C15
D015471,"Leukemia, Basophilic, Acute","['C04.557.337.539.275.125', 'C15.378.508.539.275.125']","['C04', 'C15']",1834,,A rare acute myeloid leukemia in which the primary differentiation is toBASOPHILS. It is characterized by an extreme increase of immature basophilic granulated cells in the bone marrow and blood. Mature basophils are usually sparse.,1,"['C15', 'C04']",C15
D015472,"Leukemia, Eosinophilic, Acute","['C04.557.337.539.275.300', 'C15.378.508.539.275.300']","['C04', 'C15']",1766,,A rare acute myeloid leukemia characterized by abnormalEOSINOPHILSin the bone marrow.,1,"['C15', 'C04']",C15
D004915,"Leukemia, Erythroblastic, Acute","['C04.557.337.539.275.325', 'C15.378.190.636.276', 'C15.378.508.539.275.325']","['C04', 'C15']",9706,"Friend erythroleukemia cells: coordinate withFRIEND MURINE LEUKEMIA VIRUS+TUMOR CELLS, CULTURED",A myeloproliferative disorder characterized by neoplastic proliferation of erythroblastic and myeloblastic elements with atypical erythroblasts and myeloblasts in the peripheral blood.,1,"['C15', 'C04']",C15
D007947,"Leukemia, Megakaryoblastic, Acute","['C04.557.337.539.275.450', 'C15.378.508.539.275.450']","['C04', 'C15']",4402,,An acute myeloid leukemia in which 20-30% of the bone marrow or peripheral blood cells are of megakaryocyte lineage.MYELOFIBROSISor increased bone marrowRETICULINis common.,1,"['C15', 'C04']",C15
D007948,"Leukemia, Monocytic, Acute","['C04.557.337.539.275.484', 'C15.378.508.539.275.484']","['C04', 'C15']",9284,,"An acute myeloid leukemia in which 80% or more of the leukemic cells are of monocytic lineage including monoblasts, promonocytes, andMONOCYTES.",1,"['C15', 'C04']",C15
D015473,"Leukemia, Promyelocytic, Acute","['C04.557.337.539.275.700', 'C15.378.508.539.275.700']","['C04', 'C15']",28174,,An acute myeloid leukemia in which abnormalPROMYELOCYTESpredominate. It is frequently associated withDISSEMINATED INTRAVASCULAR COAGULATION.,1,"['C15', 'C04']",C15
D054438,"Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative","['C04.557.337.539.300', 'C15.378.190.615.500', 'C15.378.508.539.300', 'C23.550.291.500.493']","['C04', 'C15', 'C23']",1186,,"A myelodysplastic/myeloproliferative disorder characterized by myelodysplasia associated with bone marrow and peripheral blood patterns similar toCHRONIC MYELOID LEUKEMIA, but cytogenetically lacking aPHILADELPHIA CHROMOSOMEor bcr/abl fusion gene (GENES, ABL).",1,"['C15', 'C04', 'C23']",C15
D015479,"Leukemia, Myelomonocytic, Acute","['C04.557.337.539.520', 'C15.378.508.539.520']","['C04', 'C15']",3926,,A pediatric acute myeloid leukemia involving both myeloid and monocytoid precursors. At least 20% of non-erythroid cells are of monocytic origin.,1,"['C15', 'C04']",C15
D015477,"Leukemia, Myelomonocytic, Chronic","['C04.557.337.539.522', 'C15.378.190.615.510', 'C15.378.508.539.522', 'C23.550.291.500.495']","['C04', 'C15', 'C23']",6906,,"A myelodysplastic-myeloproliferative disease characterized by monocytosis, increased monocytes in the bone marrow, variable degrees of dysplasia, but an absence of immature granulocytes in the blood.",1,"['C15', 'C04', 'C23']",C15
D054429,"Leukemia, Myelomonocytic, Juvenile","['C04.557.337.539.525', 'C15.378.190.615.520', 'C15.378.508.539.525']","['C04', 'C15']",4002,,"A leukemia affecting young children characterized bySPLENOMEGALY, enlarged lymph nodes, rashes, and hemorrhages. Traditionally classed as a myeloproliferative disease, it is now considered a mixed myeloproliferative-mylelodysplastic disorder.",1,"['C15', 'C04']",C15
D023981,"Sarcoma, Myeloid","['C04.557.337.539.775', 'C04.557.450.795.853', 'C15.378.508.539.775']","['C04', 'C15']",8637,,An extramedullary tumor of immatureMYELOID CELLSorMYELOBLASTS. Granulocytic sarcoma usually occurs with or follows the onset ofACUTE MYELOID LEUKEMIA.,1,"['C15', 'C04']",C15
D007952,"Leukemia, Plasma Cell","['C04.557.337.595', 'C04.557.595.500.500', 'C15.378.508.595', 'C20.683.515.845.500']","['C04', 'C15', 'C20']",7208,,"A rare, aggressive variant ofMULTIPLE MYELOMAcharacterized by the circulation of excessivePLASMA CELLSin the peripheral blood. It can be a primary manifestation of multiple myeloma or develop as a terminal complication during the disease.",1,"['C15', 'C04', 'C20']",C15
D007953,"Leukemia, Radiation-Induced","['C04.557.337.650', 'C04.682.512', 'C15.378.508.650', 'C26.733.345']","['C04', 'C15', 'C26']",3782,coordinate IM with specific type ofLEUKEMIA(IM); solitary myeloma goes here,Leukemia produced by exposure toIONIZING RADIATIONorNON-IONIZING RADIATION.,1,"['C15', 'C04', 'C26', 'G01']",C15
D018191,"Lymphangioma, Cystic",['C04.557.375.450.450'],['C04'],5152,coordinate IM with precoordinated organ /neoplasm term (IM),"A cystic growth originating from lymphatic tissue. It is usually found in the neck, axilla, or groin.",1,['C04'],C04
D018192,Lymphangioleiomyomatosis,"['C04.557.375.460.465', 'C04.557.450.692.500', 'C15.604.515.562.465', 'C20.683.515.710.465']","['C04', 'C15', 'C20']",4626,differentiate fromLYMPHANGIOMYOMA; coordinate IM with precoordinated organ/neoplasm terms (IM) if relevant,"A disease characterized by the progressive invasion ofSMOOTH MUSCLE CELLSinto theLYMPHATIC VESSELS, and theBLOOD VESSELS. The majority of the cases occur in theLUNGSof women of child-bearing age, eventually blocking the flow of air, blood, and lymph. The common symptom is shortness of breath (DYSPNEA).",1,"['C04', 'C15', 'C20']",C04
D058617,Composite Lymphoma,"['C04.557.386.150', 'C04.557.435.295', 'C15.604.515.569.150', 'C20.683.515.761.150']","['C04', 'C15', 'C20']",7724,coordinate with specific types of lymphoma if pertinent,Two or more distinct types of malignant lymphoid tumors occurring within a single organ or tissue at the same time. It may contain different types of non-Hodgkin lymphoma cells or both Hodgkin and non-Hodgkin lymphoma cells.,1,"['C15', 'C04', 'C20']",C15
D006689,Hodgkin Disease,"['C04.557.386.355', 'C15.604.515.569.355', 'C20.683.515.761.355']","['C04', 'C15', 'C20']",72656,,"A malignant disease characterized by progressive enlargement of the lymph nodes, spleen, and general lymphoid tissue. In the classical variant, giant usually multinucleate Hodgkin's andREED-STERNBERG CELLSare present; in the nodular lymphocyte predominant variant, lymphocytic and histiocytic cells are seen.",1,"['C15', 'C04', 'C20']",C15
D007161,Immunoproliferative Small Intestinal Disease,"['C04.557.386.390', 'C06.301.371.411.512', 'C06.405.249.411.512', 'C06.405.469.491.505', 'C15.378.147.780.490.512', 'C15.604.515.435.512', 'C20.683.515.512', 'C20.683.780.490.512']","['C04', 'C06', 'C15', 'C20']",3267,,"A condition that is caused byHYPERPLASIAofLYMPHOCYTESin the small intestine (INTESTINE, SMALL) and the mesentericLYMPH NODES. These lymphocytes produce an anomalous alpha heavy chain protein. Generally, theseIPSIDpatients have either concurrentLYMPHOMAor develop lymphoma within a few years. The disease was first described in the Mediterranean region and is characterized by malabsorption;WEIGHT LOSS;DIARRHEA; andSTEATORRHEA.",1,"['C20', 'C15', 'C04', 'C06']",C20
D064090,Intraocular Lymphoma,"['C04.557.386.435', 'C04.588.364.447', 'C15.604.515.569.417', 'C20.683.515.761.417']","['C04', 'C15', 'C20']",16789,,A form of malignant cancer which occurs within the eyeball.,1,"['C04', 'C15', 'C20']",C04
D016483,"Lymphoma, AIDS-Related","['C04.557.386.480.150.450', 'C15.604.515.569.480.150.450', 'C20.683.515.761.480.150.450']","['C04', 'C15', 'C20']",5516,a B-cell lymphoma but use for any AIDS-related lymphoma; coordinate IM with specific type of lymphoma (IM); coordinate withHIV-1orHIV-2if pertinent,"B-cell lymphoid tumors that occur in association withAIDS. Patients often present with an advanced stage of disease and highly malignant subtypes includingBURKITT LYMPHOMA;IMMUNOBLASTIC LARGE-CELL LYMPHOMA;PRIMARY EFFUSION LYMPHOMA; andDIFFUSE, LARGE B-CELL, LYMPHOMA. The tumors are often disseminated in unusual extranodal sites and chromosomal abnormalities are frequently present. It is likely that polyclonal B-cell lymphoproliferation inAIDSis a complex result ofEBVinfection,HIVantigenic stimulation, and T-cell-dependentHIVactivation.",1,"['C15', 'C04', 'C20']",C15
D018442,"Lymphoma, B-Cell, Marginal Zone","['C04.557.386.480.150.570', 'C15.604.515.569.480.150.570', 'C20.683.515.761.480.150.570']","['C04', 'C15', 'C20']",32092,,"Extranodal lymphoma of lymphoid tissue associated with mucosa that is in contact with exogenous antigens. Many of the sites of these lymphomas, such as the stomach, salivary gland, and thyroid, are normally devoid of lymphoid tissue. They acquire mucosa-associated lymphoid tissue (MALT) type as a result of an immunologically mediated disorder.",1,"['C15', 'C04', 'C20']",C15
D000069293,Plasmablastic Lymphoma,"['C04.557.386.480.150.585.500', 'C15.604.515.569.480.150.585.500', 'C20.683.515.761.480.150.585.500']","['C04', 'C15', 'C20']",1649,,Malignant lymphoma composed of large B lymphoid cells which have the immunophenotype of plasma cells and a predilection for theORAL CAVITY.,1,"['C15', 'C04', 'C20']",C15
D054685,"Lymphoma, Primary Effusion","['C04.557.386.480.150.592', 'C15.604.515.569.480.150.592', 'C20.683.515.761.480.150.592']","['C04', 'C15', 'C20']",3669,do not confuse withMALIGNANT PLEURAL EFFUSIONS,"A rare neoplasm of large B-cells usually presenting as serious effusions without detectable tumor masses. The most common sites of involvement are the pleural, pericardial, and peritoneal cavities. It is associated withHUMAN HERPESVIRUS 8, most often occurring in the setting of immunodeficiency.",1,"['C15', 'C04', 'C20']",C15
D008230,Lymphomatoid Granulomatosis,"['C04.557.386.480.150.600', 'C04.834.567', 'C15.604.515.569.480.150.600', 'C20.683.515.761.480.150.600']","['C04', 'C15', 'C20']",1455,coordinate IM with precoordinated organ/neoplasm term (IM),"An angiocentric and angiodestructive lymphoproliferative disorder primarily involving the lungs. It is caused by an Epstein-Barr virus-induced transformation of the B-cells, in a T-cell rich environment. Clinically and pathologically it resemblesEXTRANODAL NK-T-CELL LYMPHOMA.",1,"['C15', 'C20', 'C04']",C15
D008224,"Lymphoma, Follicular","['C04.557.386.480.350', 'C15.604.515.569.480.350', 'C20.683.515.761.480.350']","['C04', 'C15', 'C20']",38161,,Malignant lymphoma in which the lymphomatous cells are clustered into identifiable nodules within theLYMPH NODES. The nodules resemble to some extent theGERMINAL CENTERof lymph node follicles and most likely represent neoplastic proliferation of lymph node-derived follicular centerB-LYMPHOCYTES.,1,"['C15', 'C04', 'C20']",C15
D016400,"Lymphoma, Large-Cell, Immunoblastic","['C04.557.386.480.493', 'C15.604.515.569.480.493', 'C20.683.515.761.480.487']","['C04', 'C15', 'C20']",1418,,"Malignant lymphoma characterized by the presence of immunoblasts with uniformly round-to-oval nuclei, one or more prominent nucleoli, and abundant cytoplasm. This class may be subdivided into plasmacytoid and clear-cell types based on cytoplasmic characteristics. A third category, pleomorphous, may be analogous to some of the peripheral T-cell lymphomas (LYMPHOMA, T-CELL, PERIPHERAL) recorded in both the United States and Japan.",1,"['C04', 'C15', 'C20']",C04
